#id	name	features	celularLocation	elements	stoichiometry	evidence
pid_132115	GNA14/GDP/G-beta/gamma	inactivating-residue-modification	None	pid_13840;pid_13854;pid_14867;pid_3119	pid_13840:1.0;pid_13854:1.0;pid_14867:1.0;pid_3119:1.0	None
pid_132121	GNA14/GTP	activating-residue-modification	None	pid_117632;pid_14867	pid_117632:1.0;pid_14867:1.0	None
pid_132146	IL8/CXCR2/beta-Arrestin1-2/AP-2	activating-residue-modification	clathrin-coated-vesicle	pid_131940;pid_14791;pid_60349;pid_99184	pid_131940:1.0;pid_14791:1.0;pid_60349:1.0;pid_99184:1.0	None
pid_132155	DNM1/GTP	activating-residue-modification	None	pid_117632;pid_14237	pid_117632:1.0;pid_14237:1.0	None
pid_132160	RAB5/GTP	activating-residue-modification	cytoplasm	pid_117632;pid_26412	pid_117632:1.0;pid_26412:1.0	None
pid_132190	IL8/CXCR2	activating-residue-modification	None	pid_131922;pid_99184	pid_131922:1.0;pid_99184:1.0	None
pid_132196	RAB11A/GTP	activating-residue-modification	None	pid_117632;pid_132197	pid_117632:1.0;pid_132197:1.0	None
pid_132269	beta-catenin/beta-TrCP1	None	cytoplasm	pid_132270;pid_5613	pid_132270:1.0;pid_5613:1.0	None
pid_132315	beta-catenin/TCF1/CtBP/CBP/TLE1/AES/SMAD4	None	nucleus	pid_132316;pid_18184;pid_26214;pid_92258;pid_98651;pid_99191	pid_132316:1.0;pid_18184:1.0;pid_26214:1.0;pid_92258:1.0;pid_98651:1.0;pid_99191:1.0	None
pid_132325	CtBP/CBP/TCF1/TLE1/AES	activating-residue-modification	nucleus	pid_132316;pid_18184;pid_92258;pid_98651;pid_99191	pid_132316:1.0;pid_18184:1.0;pid_92258:1.0;pid_98651:1.0;pid_99191:1.0	None
pid_132340	beta-catenin/beta-TrCP1	None	None	pid_132270;pid_132341	pid_132270:1.0;pid_132341:1.0	None
pid_132367	LRP6/FZD1	None	None	pid_169;pid_170	pid_169:1.0;pid_170:1.0	None
pid_132389	CtBP/CBP/TCF1/TLE1/AES	None	nucleus	pid_132316;pid_18184;pid_92258;pid_98651;pid_99191	pid_132316:1.0;pid_18184:1.0;pid_92258:1.0;pid_98651:1.0;pid_99191:1.0	None
pid_132404	WNT1/FZD1/LRP6;WNT1/LRP6/FZD1	None	None	pid_168;pid_169;pid_170	pid_168:1.0;pid_169:1.0;pid_170:1.0	None
pid_132417	NOTCH1-precursor/Deltex-homolog-1	activating-residue-modification	None	pid_132418;pid_132419	pid_132418:1.0;pid_132419:1.0	None
pid_132428	Delta-1/NOTCHprecursor	None	None	pid_132418;pid_93923	pid_132418:2.0;pid_93923:1.0	None
pid_132454	DKK1/LRP6/Kremen-2	None	None	pid_170;pid_262;pid_272	pid_170:1.0;pid_262:1.0;pid_272:1.0	None
pid_132458	DKK2/LRP6/Kremen-2	None	None	pid_132459;pid_170;pid_272	pid_132459:1.0;pid_170:1.0;pid_272:1.0	None
pid_132478	NOTCH1-precursor/DVL1	inactivating-residue-modification	None	pid_132418;pid_77300	pid_132418:1.0;pid_77300:1.0	None
pid_132491	NICD/RBPSUH	None	nucleus	pid_132492;pid_132493	pid_132492:1.0;pid_132493:1.0	None
pid_132529	Delta-1/NOTCH/NOTCH(cleaved)	None	extracellular-region	pid_132530;pid_93923	pid_132530:2.0;pid_93923:1.0	None
pid_132534	NOTCH/Deltex-homolog-1	activating-residue-modification	None	pid_132419;pid_132530	pid_132419:1.0;pid_132530:1.0	None
pid_133044	LAT/GRAP2/SLP76/HPK1	activating-residue-modification	integral-to-membrane	pid_11812;pid_11832;pid_11837;pid_133045	pid_11812:1.0;pid_11832:1.0;pid_11837:1.0;pid_133045:1.0	None
pid_133557	IL12	None	extracellular-region	pid_121435;pid_55633	pid_121435:1.0;pid_55633:1.0	None
pid_133560	IL12Rbeta2/JAK2	None	None	pid_133561;pid_20566	pid_133561:1.0;pid_20566:1.0	None
pid_133624	NF-kappa-B2-p52/RelB	activating-residue-modification	cytoplasm	pid_133625;pid_133628	pid_133625:1.0;pid_133628:1.0	None
pid_133635	NF-kappa-B2-p52/RelB	activating-residue-modification	nucleus	pid_133625;pid_133628	pid_133625:1.0;pid_133628:1.0	None
pid_133654	IL12/IL12R/TYK2/JAK2/SPHK2	activating-residue-modification	integral-to-membrane	pid_121435;pid_121438;pid_36087;pid_50987;pid_55622;pid_55626;pid_55633	pid_121435:1.0;pid_121438:1.0;pid_36087:1.0;pid_50987:1.0;pid_55622:1.0;pid_55626:1.0;pid_55633:1.0	None
pid_133710	STAT3-(dimer);STAT3-(dimer)-active	activating-residue-modification	None	pid_40500	pid_40500:2.0	None
pid_133718	STAT4-(dimer)	activating-residue-modification	nucleus	pid_55768	pid_55768:2.0	None
pid_133728	IL12/IL12R/TYK2/JAK2/SOCS1	inactivating-residue-modification	integral-to-membrane	pid_121435;pid_121438;pid_36087;pid_49609;pid_55622;pid_55626;pid_55633	pid_121435:1.0;pid_121438:1.0;pid_36087:1.0;pid_49609:1.0;pid_55622:1.0;pid_55626:1.0;pid_55633:1.0	None
pid_133742	STAT1-(dimer)	activating-residue-modification	None	pid_49411	pid_49411:2.0	None
pid_133778	STAT4-(dimer)	inactivating-residue-modification	integral-to-membrane	pid_133779	pid_133779:2.0	None
pid_134038	Sema4a/Plexin-D1	None	integral-to-membrane	pid_134039;pid_134041	pid_134039:1.0;pid_134041:1.0	None
pid_134067	Sema3e/Plexin-D1	None	integral-to-membrane	pid_134041;pid_134068	pid_134041:1.0;pid_134068:1.0	None
pid_134081	Plexin-D1/Nrp1	None	integral-to-membrane	pid_134041;pid_134082	pid_134041:1.0;pid_134082:1.0	None
pid_134085	p61-Sema3e-(cleaved)/Plexin-D1/Nrp1	None	integral-to-membrane	pid_134041;pid_134079;pid_134082	pid_134041:1.0;pid_134079:1.0;pid_134082:1.0	None
pid_134095	alpha-beta1-Integrin	None	integral-to-membrane	None	None	None
pid_134117	alpha-beta1-Integrin	None	endosome	None	None	None
pid_134168	Sema3e/Plexin-D1/Rnd2	None	None	pid_134068;pid_134165;pid_134169	pid_134068:1.0;pid_134165:1.0;pid_134169:1.0	None
pid_134182	Sema3e/Plexin-D1/Nrp1	None	integral-to-membrane	pid_134041;pid_134068;pid_134082	pid_134041:1.0;pid_134068:1.0;pid_134082:1.0	None
pid_134219	Sema3c/Plexin-D1/Nrp1	None	integral-to-membrane	pid_134041;pid_134082;pid_134216	pid_134041:1.0;pid_134082:1.0;pid_134216:1.0	None
pid_134333	EPO/EPOR-(dimer)/JAK2	None	None	pid_114360;pid_134334;pid_89204	pid_114360:1.0;pid_134334:2.0;pid_89204:2.0	None
pid_134352	EPO/EPOR	None	None	pid_134334;pid_89204	pid_134334:1.0;pid_89204:1.0	None
pid_134361	STAT5-(dimer)	activating-residue-modification	cytoplasm	pid_134362	pid_134362:2.0	None
pid_134384	EPOR/TRPC2/IP3-Receptors	activating-residue-modification	None	pid_134381;pid_134385;pid_134386	pid_134381:1.0;pid_134385:1.0;pid_134386:1.0	None
pid_134399	LYN/PLCgamma2	activating-residue-modification	None	pid_134397;pid_56126	pid_134397:1.0;pid_56126:1.0	None
pid_134409	PI3K-regualtory-subunit-polypeptide-1/IRS2/SHIP	None	plasma-membrane	pid_134410;pid_9148;pid_9337	pid_134410:1.0;pid_9148:1.0;pid_9337:1.0	None
pid_134421	STAT5-(dimer)	activating-residue-modification	nucleus	pid_134362	pid_134362:2.0	None
pid_134424	TEC/VAV2	activating-residue-modification	None	pid_28364;pid_89886	pid_28364:1.0;pid_89886:1.0	None
pid_134439	EPO/EPOR-(dimer)/LYN	None	None	pid_134334;pid_56126;pid_89204	pid_134334:2.0;pid_56126:1.0;pid_89204:2.0	None
pid_134453	GAB1/SHC/GRB2/SOS1	activating-residue-modification	None	pid_134454;pid_9054;pid_9098;pid_9101	pid_134454:1.0;pid_9054:1.0;pid_9098:1.0;pid_9101:1.0	None
pid_134462	GAB1/SHIP/PIK3R1/SHP2/SHC	None	None	pid_134461;pid_9101;pid_9145;pid_9148;pid_9337	pid_134461:1.0;pid_9101:1.0;pid_9145:1.0;pid_9148:1.0;pid_9337:1.0	None
pid_134494	EPO/EPOR-(dimer)	None	None	pid_134334;pid_89204	pid_134334:2.0;pid_89204:2.0	None
pid_134502	EPO/EPOR-(dimer)/JAK2/SOCS3	inactivating-residue-modification	None	pid_115794;pid_134503;pid_89204;pid_89953	pid_115794:1.0;pid_134503:1.0;pid_89204:2.0;pid_89953:2.0	None
pid_134525	TEC/VAV2/GRB2	activating-residue-modification	None	pid_28364;pid_89886;pid_9104	pid_28364:1.0;pid_89886:1.0;pid_9104:1.0	None
pid_134544	EPO/EPOR-(dimer)/SOCS3	inactivating-residue-modification	None	pid_115794;pid_89204;pid_89953	pid_115794:1.0;pid_89204:2.0;pid_89953:2.0	None
pid_134575	GAB1/SHC/GRB2/SOS1	activating-residue-modification	None	pid_134461;pid_9054;pid_9098;pid_9101	pid_134461:1.0;pid_9054:1.0;pid_9098:1.0;pid_9101:1.0	None
pid_134605	CRKL/CBL/C3G	None	None	pid_13065;pid_134604;pid_53555	pid_13065:1.0;pid_134604:1.0;pid_53555:1.0	None
pid_134846	PP2A-Bprime	None	None	pid_134847;pid_82284	pid_134847:1.0;pid_82284:1.0	None
pid_134851	Cyclin-G1/PP2A-Bprime	None	None	pid_134847;pid_73910;pid_82284	pid_134847:1.0;pid_73910:1.0;pid_82284:1.0	None
pid_134861	MDM2/UBCH5/Cbp/p300	None	nucleus	pid_134862;pid_134863;pid_62956	pid_134862:1.0;pid_134863:1.0;pid_62956:1.0	None
pid_134869	p53/PIN1	None	nucleus	pid_134870;pid_16205	pid_134870:1.0;pid_16205:1.0	None
pid_134898	MDM2/RPL5/RPL11/RPL23	None	nucleus	pid_134894;pid_134896;pid_134899;pid_82989	pid_134894:1.0;pid_134896:1.0;pid_134899:1.0;pid_82989:1.0	None
pid_134926	p14ARF/MDM2	None	nucleus	pid_134899;pid_48337	pid_134899:1.0;pid_48337:1.0	None
pid_134940	MDM2/UBCH5	None	None	pid_134862;pid_134863	pid_134862:1.0;pid_134863:1.0	None
pid_134943	MDM2/UBCH5	None	nucleus	pid_134862;pid_134863	pid_134862:1.0;pid_134863:1.0	None
pid_134950	p53-(tetramer)	None	nucleus	pid_134951	pid_134951:4.0	None
pid_135002	p14ARF/ARF-BP1	None	None	pid_135003;pid_48337	pid_135003:1.0;pid_48337:1.0	None
pid_135022	p53-(tetramer)	None	nucleus	pid_135023	pid_135023:4.0	None
pid_135040	p53/NEDD8	None	nucleus	pid_135041;pid_7650	pid_135041:1.0;pid_7650:1.0	None
pid_135078	MDM2/UBCH5	None	None	pid_134863;pid_16000	pid_134863:1.0;pid_16000:1.0	None
pid_135111	MDM2/UBCH5/YY1	None	nucleus	pid_134863;pid_16000;pid_5180	pid_134863:1.0;pid_16000:1.0;pid_5180:1.0	None
pid_135141	HAUSP/DAXX	None	None	pid_45322;pid_77607	pid_45322:1.0;pid_77607:1.0	None
pid_135220	MDM2/KAP1	None	nucleus	pid_16000;pid_95048	pid_16000:1.0;pid_95048:1.0	None
pid_135254	p53-(tetramer)	None	nucleus	pid_135255	pid_135255:4.0	None
pid_135273	Cbp/p300/SKP2	None	None	pid_135274;pid_45290	pid_135274:1.0;pid_45290:1.0	None
pid_135294	CDK2/Cyclin-A	None	nucleus	pid_16028;pid_5311	pid_16028:1.0;pid_5311:1.0	None
pid_135356	STRAP/PRMT5	None	nucleus	pid_135357;pid_22846	pid_135357:1.0;pid_22846:1.0	None
pid_135427	p53-(tetramer)	inactivating-residue-modification	nucleus	pid_135428	pid_135428:4.0	None
pid_135496	ARF1/GDP/Membrin	None	None	pid_135497;pid_3119;pid_71518	pid_135497:1.0;pid_3119:1.0;pid_71518:1.0	None
pid_135512	ARF1/GTP/Membrin	activating-residue-modification	plasma-membrane	pid_135497;pid_3114;pid_71518	pid_135497:1.0;pid_3114:1.0;pid_71518:1.0	None
pid_135517	ARF1/GTP/Membrin/GBF1/p115	None	None	pid_135497;pid_135518;pid_135519;pid_3114;pid_71518	pid_135497:1.0;pid_135518:1.0;pid_135519:1.0;pid_3114:1.0;pid_71518:1.0	None
pid_135525	ARF1/GDP/Membrin/GBF1/p115/Brefeldin-A	inactivating-residue-modification	None	pid_135497;pid_135509;pid_135518;pid_135519;pid_3119;pid_71518	pid_135497:1.0;pid_135509:1.0;pid_135518:1.0;pid_135519:1.0;pid_3119:1.0;pid_71518:1.0	None
pid_135541	ARF1/GTP/ARHGAP10	activating-residue-modification	Golgi-to-ER-transport-vesicle-membrane	pid_135542;pid_3114;pid_71518	pid_135542:1.0;pid_3114:1.0;pid_71518:1.0	None
pid_135580	KDEL/ARF-GAP1	activating-residue-modification	None	pid_135581;pid_135582	pid_135581:1.0;pid_135582:1.0	None
pid_135594	ARF1/GDP	None	None	pid_3119;pid_71518	pid_3119:1.0;pid_71518:1.0	None
pid_135614	coatomer-protein-complex/ARF1/GTP/ER-cargo-protein	None	Golgi-to-ER-transport-vesicle-membrane	pid_135615;pid_135617;pid_135620;pid_135622;pid_135625;pid_3114;pid_71518	pid_135615:1.0;pid_135617:1.0;pid_135620:1.0;pid_135622:1.0;pid_135625:1.0;pid_3114:1.0;pid_71518:1.0	None
pid_135635	coatomer-protein-complex	None	cytosol	pid_135615;pid_135617;pid_135622;pid_135625	pid_135615:1.0;pid_135617:1.0;pid_135622:1.0;pid_135625:1.0	None
pid_135640	ARF1/GDP	inactivating-residue-modification	cytosol	pid_3119;pid_71518	pid_3119:1.0;pid_71518:1.0	None
pid_135656	ARF1/GTP/GGA3/ARF-GAP1	activating-residue-modification	Golgi-to-ER-transport-vesicle-membrane	pid_135657;pid_135658;pid_3114;pid_71518	pid_135657:1.0;pid_135658:1.0;pid_3114:1.0;pid_71518:1.0	None
pid_135668	ARF1/GTP	activating-residue-modification	None	pid_3114;pid_71518	pid_3114:1.0;pid_71518:1.0	None
pid_135674	ARF1/GTP/coatomer-protein-complex;coatomer-protein-complex/ARF1/GTP	None	Golgi-to-ER-transport-vesicle-membrane	pid_135615;pid_135617;pid_135622;pid_135625;pid_3114;pid_71518	pid_135615:1.0;pid_135617:1.0;pid_135622:1.0;pid_135625:1.0;pid_3114:1.0;pid_71518:1.0	None
pid_135682	coatomer-protein-complex/ARF1/GTP/ARF-GAP1	None	Golgi-to-ER-transport-vesicle-membrane	pid_135615;pid_135617;pid_135622;pid_135625;pid_135657;pid_3114;pid_71518	pid_135615:1.0;pid_135617:1.0;pid_135622:1.0;pid_135625:1.0;pid_135657:1.0;pid_3114:1.0;pid_71518:1.0	None
pid_135701	ARF1/GTP/GGA3	activating-residue-modification	Golgi-to-ER-transport-vesicle-membrane	pid_135658;pid_3114;pid_71518	pid_135658:1.0;pid_3114:1.0;pid_71518:1.0	None
pid_135732	ARF1/GTP	activating-residue-modification	Golgi-to-ER-transport-vesicle-membrane	pid_3114;pid_71518	pid_3114:1.0;pid_71518:1.0	None
pid_135751	AP2	None	None	pid_135752;pid_135755	pid_135752:1.0;pid_135755:1.0	None
pid_135759	vacuolar-proton-transporting-V-type-ATPase-complex	None	None	None	None	None
pid_135760	CD4/HIV-Nef/AP2/vacuolar-proton-transporting-V-type-ATPase-complex	None	early-endosome	pid_126708;pid_135749;pid_135759;pid_36698	pid_126708:1.0;pid_135749:1.0;pid_135759:1.0;pid_36698:1.0	None
pid_135774	RAC1/GTP	None	None	pid_3114;pid_39616	pid_3114:1.0;pid_39616:1.0	None
pid_135777	Arfaptin-2/RAC1/GTP	None	None	pid_135773;pid_135778;pid_3114	pid_135773:1.0;pid_135778:1.0;pid_3114:1.0	None
pid_135783	Arfaptin-2/RAC1/GDP	None	None	pid_135773;pid_135778;pid_3119	pid_135773:1.0;pid_135778:1.0;pid_3119:1.0	None
pid_135793	ARF1/GDP	None	plasma-membrane	pid_3119;pid_71518	pid_3119:1.0;pid_71518:1.0	None
pid_135800	coatomer-protein-complex/ARF1/GTP/ARF-GAP1/ER-cargo-protein	None	Golgi-to-ER-transport-vesicle-membrane	pid_135615;pid_135617;pid_135622;pid_135625;pid_135657;pid_135799;pid_3114;pid_71518	pid_135615:1.0;pid_135617:1.0;pid_135622:1.0;pid_135625:1.0;pid_135657:1.0;pid_135799:1.0;pid_3114:1.0;pid_71518:1.0	None
pid_135813	ARF-GAP1/v-SNARE	None	Golgi-to-ER-transport-vesicle-membrane	pid_135582;pid_8605	pid_135582:1.0;pid_8605:1.0	None
pid_135842	CD4/HIV-Nef/AP2/vacuolar-proton-transporting-V-type-ATPase-complex	None	early-endosome	pid_126708;pid_135749;pid_135843;pid_36698	pid_126708:1.0;pid_135749:1.0;pid_135843:1.0;pid_36698:1.0	None
pid_135843	vacuolar-proton-transporting-V-type-ATPase-complex	None	None	None	None	None
pid_135848	CD4/HIV-Nef/AP2/vacuolar-proton-transporting-V-type-ATPase-complex/Coatomer-protein-complex/ARF1/GTP	None	endosome	pid_126708;pid_135615;pid_135617;pid_135622;pid_135625;pid_135749;pid_135759;pid_3114;pid_36698;pid_71518	pid_126708:1.0;pid_135615:1.0;pid_135617:1.0;pid_135622:1.0;pid_135625:1.0;pid_135749:1.0;pid_135759:1.0;pid_3114:1.0;pid_36698:1.0;pid_71518:1.0	None
pid_135863	ARF1/GTP	activating-residue-modification	peroxisome	pid_3114;pid_71518	pid_3114:1.0;pid_71518:1.0	None
pid_135869	ARF1/GTP/Arfaptin-2	activating-residue-modification	None	pid_135773;pid_3114;pid_71518	pid_135773:1.0;pid_3114:1.0;pid_71518:1.0	None
pid_135902	ARF1/GTP/coatomer-protein-complex;coatomer-protein-complex/ARF1/GTP	None	peroxisome	pid_135615;pid_135617;pid_135622;pid_135625;pid_3114;pid_71518	pid_135615:1.0;pid_135617:1.0;pid_135622:1.0;pid_135625:1.0;pid_3114:1.0;pid_71518:1.0	None
pid_135983	Rab-GGTase-beta/Rab-GGTase-alpha	activating-residue-modification	None	pid_135984;pid_135987	pid_135984:1.0;pid_135987:1.0	None
pid_135993	PRL-2-/Rab-GGTase-beta	inactivating-residue-modification	None	pid_135984;pid_135994	pid_135984:1.0;pid_135994:1.0	None
pid_136028	PRL-1/alpha-Tubulin	None	None	pid_135951;pid_136027	pid_135951:1.0;pid_136027:1.0	None
pid_136043	PRL-3/alpha1-Integrin	None	None	pid_135930;pid_40058	pid_135930:1.0;pid_40058:1.0	None
pid_136073	PRL-3/alpha-Tubulin	None	None	pid_135930;pid_136027	pid_135930:1.0;pid_136027:1.0	None
pid_136087	PRL-1/ATF-5	None	None	pid_135951;pid_136088	pid_135951:1.0;pid_136088:1.0	None
pid_136103	CDK2/Cyclin-E1	activating-residue-modification	None	pid_5311;pid_5314	pid_5311:1.0;pid_5314:1.0	None
pid_136107	CDK2/Cyclin-E1	inactivating-residue-modification	None	pid_5311;pid_5314	pid_5311:1.0;pid_5314:1.0	None
pid_136519	S1P/S1P5/Gi	None	None	pid_116641;pid_14166;pid_64120	pid_116641:1.0;pid_14166:1.0;pid_64120:1.0	None
pid_136965	FRS2-family/SHP2	None	None	pid_34848;pid_34972	pid_34848:1.0;pid_34972:1.0	None
pid_136975	Tie2/Ang1/SHP2	activating-residue-modification	None	pid_32963;pid_70593;pid_70596	pid_32963:1.0;pid_70593:2.0;pid_70596:2.0	None
pid_136987	SHP2/GAB/GRB2/FRS2/FGFR/FGF/Syndecan-2	None	None	pid_112302;pid_136988;pid_31175;pid_31177;pid_32963;pid_59180;pid_9054	pid_112302:1.0;pid_136988:1.0;pid_31175:2.0;pid_31177:2.0;pid_32963:1.0;pid_59180:1.0;pid_9054:1.0	None
pid_137020	IGF-1R-heterotetramer/IGF1/IRS1	None	caveola	pid_137021;pid_137023;pid_21866;pid_96289	pid_137021:2.0;pid_137023:2.0;pid_21866:1.0;pid_96289:2.0	None
pid_137037	IL6/IL6RA/gp130-(dimer)/JAK1/JAK1/LMO4	activating-residue-modification	integral-to-membrane	pid_137038;pid_137041;pid_137042;pid_49398;pid_7757	pid_137038:2.0;pid_137041:2.0;pid_137042:2.0;pid_49398:2.0;pid_7757:1.0	None
pid_137074	GAB1/SHP2/PKA/eNOS	None	None	pid_18614;pid_71364;pid_71413;pid_9145	pid_18614:1.0;pid_71364:1.0;pid_71413:1.0;pid_9145:1.0	None
pid_137112	STAT1-(dimer)/SHP2	inactivating-residue-modification	nucleus	pid_137113;pid_49562	pid_137113:2.0;pid_49562:1.0	None
pid_137127	FGFR/FGF/Syndecan-2/FRS2	None	None	pid_112045;pid_31175;pid_31177;pid_59180	pid_112045:1.0;pid_31175:2.0;pid_31177:2.0;pid_59180:1.0	None
pid_137195	IL2/IL2R-alpha/beta/gamma/JAK1/LCK/JAK3/SHC/GRB2/SOS1/GAB2	None	None	pid_11717;pid_12030;pid_137196;pid_32948;pid_32952;pid_32956;pid_32965;pid_32978;pid_32986;pid_32989;pid_9054	pid_11717:1.0;pid_12030:1.0;pid_137196:1.0;pid_32948:2.0;pid_32952:1.0;pid_32956:1.0;pid_32965:1.0;pid_32978:1.0;pid_32986:1.0;pid_32989:1.0;pid_9054:1.0	None
pid_13839	CXCR3/GNAI2/GDP/G-beta/gamma	None	integral-to-membrane	pid_13840;pid_13843;pid_13851;pid_13854;pid_3119	pid_13840:1.0;pid_13843:1.0;pid_13851:1.0;pid_13854:1.0;pid_3119:1.0	None
pid_13862	CXCL11/CXCR3	None	integral-to-membrane	pid_13863;pid_13864	pid_13863:1.0;pid_13864:1.0	None
pid_13867	GNAI2/GTP	activating-residue-modification	None	pid_13851;pid_3114	pid_13851:1.0;pid_3114:1.0	None
pid_13871	G-beta/gamma;GNB1/GNG2	activating-residue-modification	cytoplasm	pid_13840;pid_13854	pid_13840:1.0;pid_13854:1.0	None
pid_13915	CXCL4/CXCR3	None	integral-to-membrane	pid_13916;pid_13919	pid_13916:1.0;pid_13919:1.0	None
pid_13939	CXCL9-11/CXCR3-B	None	integral-to-membrane	pid_13940;pid_13941	pid_13940:1.0;pid_13941:1.0	None
pid_13944	CXCL4/CXCR3-B	None	integral-to-membrane	pid_13916;pid_13941	pid_13916:1.0;pid_13941:1.0	None
pid_13960	CXCL10/CXCR3	None	integral-to-membrane	pid_13864;pid_13934	pid_13864:1.0;pid_13934:1.0	None
pid_13964	CXCL13/CXCR3	None	integral-to-membrane	pid_13864;pid_13965	pid_13864:1.0;pid_13965:1.0	None
pid_13978	CCL11/CXCR3	None	integral-to-membrane	pid_13864;pid_13979	pid_13864:1.0;pid_13979:1.0	None
pid_139938	IL8/CXCR1/beta-Arrestin1-2	activating-residue-modification	integral-to-membrane	pid_139939;pid_14791;pid_99184	pid_139939:1.0;pid_14791:1.0;pid_99184:1.0	None
pid_139946	IL8/CXCR1/beta-Arrestin1-2/Hck-Fgr-Lyn	activating-residue-modification	azurophil-granule	pid_131911;pid_139939;pid_14791;pid_99184	pid_131911:1.0;pid_139939:1.0;pid_14791:1.0;pid_99184:1.0	None
pid_13995	CXCL11/CXCR3	None	endosome	pid_13863;pid_13864	pid_13863:1.0;pid_13864:1.0	None
pid_139998	IL8/CXCR1	activating-residue-modification	integral-to-membrane	pid_139999;pid_99184	pid_139999:1.0;pid_99184:1.0	None
pid_140041	IL8/CXCR1/beta-Arrestin1-2	activating-residue-modification	clathrin-coated-vesicle	pid_139939;pid_14791;pid_99184	pid_139939:1.0;pid_14791:1.0;pid_99184:1.0	None
pid_140050	RAB5/GTP	activating-residue-modification	None	pid_117632;pid_26412	pid_117632:1.0;pid_26412:1.0	None
pid_14006	GNAI3/GDP	inactivating-residue-modification	None	pid_14007;pid_3119	pid_14007:1.0;pid_3119:1.0	None
pid_140071	IL8/CXCR1	activating-residue-modification	early-endosome	pid_139999;pid_99184	pid_139999:1.0;pid_99184:1.0	None
pid_140130	IL8/CXCR1	activating-residue-modification	integral-to-membrane	pid_139939;pid_99184	pid_139939:1.0;pid_99184:1.0	None
pid_140265	TAp63b-(tetramer)	activating-residue-modification	nucleus	pid_140266	pid_140266:4.0	None
pid_140277	TAp63g-(tetramer)	activating-residue-modification	nucleus	pid_140278	pid_140278:4.0	None
pid_140287	TAp63b-(tetramer)	activating-residue-modification	nucleus	pid_140288	pid_140288:4.0	None
pid_140297	TAp63g-(tetramer)/SSRP1	activating-residue-modification	nucleus	pid_140278;pid_140298	pid_140278:4.0;pid_140298:1.0	None
pid_14030	CXCL9-11/CXCR3	activating-residue-modification	integral-to-membrane	pid_13864;pid_13940	pid_13864:1.0;pid_13940:1.0	None
pid_140311	TAp63a-(tetramer)	activating-residue-modification	nucleus	pid_64571	pid_64571:4.0	None
pid_140314	TAp63a-(tetramer)	activating-residue-modification	nucleus	pid_140315	pid_140315:4.0	None
pid_140324	TAp63g-(tetramer)	None	nucleus	pid_140278	pid_140278:4.0	None
pid_140333	TAp63a-(tetramer)	inactivating-residue-modification	nucleus	pid_140334	pid_140334:4.0	None
pid_140357	TAp63g-(tetramer)	activating-residue-modification	nucleus	pid_140358	pid_140358:4.0	None
pid_140363	TAp63g-(tetramer)/p14ARF	inactivating-residue-modification	nucleus	pid_140278;pid_48337	pid_140278:4.0;pid_48337:1.0	None
pid_140422	dNp63a-(tetramer)	activating-residue-modification	nucleus	pid_16425	pid_16425:4.0	None
pid_140428	TAp63g-(tetramer)/p300	activating-residue-modification	nucleus	pid_140429;pid_7834	pid_140429:4.0;pid_7834:1.0	None
pid_140448	TAp63a-(tetramer)	inactivating-residue-modification	nucleus	pid_140449	pid_140449:4.0	None
pid_140532	TAp63g-(tetramer)	activating-residue-modification	nucleus	pid_140533	pid_140533:4.0	None
pid_140563	TAp63a-(dimer)	inactivating-residue-modification	nucleus	pid_64571	pid_64571:2.0	None
pid_140566	TAp63a-(tetramer)	activating-residue-modification	nucleus	pid_140567	pid_140567:4.0	None
pid_140581	TAp63g-(tetramer)/SP1	inactivating-residue-modification	nucleus	pid_140278;pid_15974	pid_140278:4.0;pid_15974:1.0	None
pid_140600	TAp63g-(tetramer)	inactivating-residue-modification	nucleus	pid_140358	pid_140358:4.0	None
pid_140667	TAp63b-(tetramer)/p14ARF	inactivating-residue-modification	nucleus	pid_140266;pid_48337	pid_140266:4.0;pid_48337:1.0	None
pid_140759	TAp63a-(tetramer)/p14ARF	inactivating-residue-modification	nucleus	pid_48337;pid_64571	pid_48337:1.0;pid_64571:4.0	None
pid_140782	TAp63g-(tetramer)/NIR	None	nucleus	pid_140429;pid_140783	pid_140429:4.0;pid_140783:1.0	None
pid_14079	CXCR3-alt/GNAI2/GDP/G-beta/gamma	None	integral-to-membrane	pid_13840;pid_13851;pid_13854;pid_14080;pid_3119	pid_13840:1.0;pid_13851:1.0;pid_13854:1.0;pid_14080:1.0;pid_3119:1.0	None
pid_14091	CXCL11/CXCR3-alt	None	integral-to-membrane	pid_13863;pid_14092	pid_13863:1.0;pid_14092:1.0	None
pid_14133	CXCL9/CXCR3	None	integral-to-membrane	pid_13864;pid_13935	pid_13864:1.0;pid_13935:1.0	None
pid_141382	dNp63a-(tetramer)	None	nucleus	pid_16425	pid_16425:5.0	None
pid_141392	dNp63a-(tetramer)	None	nucleus	pid_141393	pid_141393:4.0	None
pid_141400	dNp63a-(tetramer)	inactivating-residue-modification	nucleus	pid_141401	pid_141401:4.0	None
pid_141422	dNp63b-(tetramer)	None	nucleus	pid_141423	pid_141423:4.0	None
pid_141446	dNp63g-(tetramer)	None	nucleus	pid_141447	pid_141447:4.0	None
pid_141509	dNp63a-(tetramer)	None	cytoplasm	pid_16425	pid_16425:4.0	None
pid_141550	dNp63g-(tetramer)/p14ARF	inactivating-residue-modification	nucleus	pid_141447;pid_48337	pid_141447:4.0;pid_48337:1.0	None
