#id	E	F	R	interactionType	E&Fstoichiometry	spontaneous	conversiondirection	evidence	xref
pid_114401	pid_34172	None	None	ComplexAssembly	pid_34172:1.0	true	None	None	Pubmed:19776348
pid_114403	pid_114312	pid_114404	pid_114413	BiochemicalReaction	pid_114312:1.0;pid_114404:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:20332103
pid_114416	pid_114416	pid_33090	None	TemplateReaction(Transcription)	None	null	None	inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:11389443;Pubmed:11847100;Pubmed:14523011;Pubmed:16076903;Pubmed:7477410
pid_114421	pid_28364	pid_114422	pid_114425	BiochemicalReaction	pid_114422:1.0;pid_28364:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:18422604
pid_114428	pid_114429	pid_114431	pid_114435	BiochemicalReaction	pid_114429:1.0;pid_114431:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:10319993
pid_114439	pid_113903;pid_114069	pid_114440	None	ComplexAssembly	pid_113903:1.0;pid_114069:1.0;pid_114440:1.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:16364920;Pubmed:16508002;Pubmed:19933846
pid_114451	pid_113947;pid_114452	pid_114462;pid_114467	None	ComplexAssembly	pid_113947:1.0;pid_114452:1.0;pid_114462:1.0;pid_114467:1.0	true	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-sequence-orthology:ECO:00000060	Pubmed:18422604;Pubmed:19589776
pid_114477	pid_30750	None	None	BiochemicalReaction	pid_30750:1.0	true	None	None	None
pid_114479	pid_3464	pid_12411	pid_114482	BiochemicalReaction	pid_12411:1.0;pid_3464:1.0	null	None	None	None
pid_114483	pid_5646	pid_114484	pid_114487	BiochemicalReaction	pid_114484:1.0;pid_5646:1.0	null	None	inferred-from-direct-assay:ECO:0000002	Pubmed:16129686
pid_114490	pid_114490	pid_114491	None	TemplateReaction(Transcription)	None	null	None	inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049;inferred-from-sequence-orthology:ECO:00000060	Pubmed:15014501
pid_114506	pid_114507	pid_114513	pid_114526	BiochemicalReaction	pid_114507:1.0;pid_114513:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:19541618
pid_114530	pid_114531;pid_9145	pid_114533	None	ComplexAssembly	pid_114531:1.0;pid_114533:1.0;pid_9145:1.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:17971444
pid_114542	pid_42764	pid_114543	pid_114546	BiochemicalReaction	pid_114543:1.0;pid_42764:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:10642538;Pubmed:8703030;Pubmed:9484840
pid_114550	pid_3114;pid_47482	pid_12013;pid_3119	pid_114555	BiochemicalReaction	pid_12013:1.0;pid_3114:1.0;pid_3119:1.0;pid_47482:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:10391677;Pubmed:2122974;Pubmed:7622571;Pubmed:8264620
pid_114567	pid_62419	pid_3125;pid_61908	pid_114571	BiochemicalReaction	pid_3125:1.0;pid_61908:1.0;pid_62419:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:19589776
pid_114574	pid_114575;pid_9725	pid_114188	None	ComplexAssembly	pid_114188:1.0;pid_114575:1.0;pid_9725:1.0	true	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:10463951;Pubmed:11230698;Pubmed:11709084;Pubmed:11726541;Pubmed:20600848;Pubmed:8413613
pid_114585	pid_114586	None	None	BiochemicalReaction	pid_114586:1.0	true	None	None	Pubmed:17129786
pid_114589	pid_47590	pid_62000	pid_114592	BiochemicalReaction	pid_47590:1.0;pid_62000:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:15225553
pid_114594	pid_114440	pid_113987;pid_114595	pid_114608	ComplexAssembly	pid_113987:1.0;pid_114440:1.0;pid_114595:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-physical-interaction:ECO:0000021	Pubmed:14654779;Pubmed:15664191;Pubmed:19541618;Pubmed:19933846
pid_114612	pid_114613	pid_114615	pid_114618;pid_114619	BiochemicalReaction	pid_114613:1.0;pid_114615:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-physical-interaction:ECO:0000021	Pubmed:16135787;Pubmed:17563371
pid_114624	pid_16234	pid_114370	pid_114627	BiochemicalReaction	pid_114370:1.0;pid_16234:1.0	null	None	inferred-from-direct-assay:ECO:0000002	Pubmed:16787943
pid_114630	pid_50680	pid_114575	pid_114633	BiochemicalReaction	pid_114575:1.0;pid_50680:1.0	null	None	inferred-from-direct-assay:ECO:0000002	Pubmed:10463951;Pubmed:8413613
pid_114635	pid_113848;pid_34172	pid_113847	None	ComplexAssembly	pid_113847:1.0;pid_113848:1.0;pid_34172:1.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:11046132;Pubmed:12967325;Pubmed:15161943;Pubmed:17229887
pid_114643	pid_25011;pid_3114	pid_24893;pid_3119	pid_114648	BiochemicalReaction	pid_24893:1.0;pid_25011:1.0;pid_3114:1.0;pid_3119:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:11847100;Pubmed:16076903
pid_114650	pid_35172;pid_55335	pid_114651;pid_35172	None	ComplexAssembly	pid_114651:1.0;pid_35172:2.0;pid_55335:2.0	true	None	inferred-from-physical-interaction:ECO:0000021;inferred-from-sequence-orthology:ECO:00000060	Pubmed:10815799;Pubmed:11404481;Pubmed:12529382;Pubmed:15322111;Pubmed:9343414;Pubmed:9344858
pid_114659	pid_114660	pid_113870	pid_114665	BiochemicalReaction	pid_113870:1.0;pid_114660:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:10716983
pid_114670	pid_34172;pid_79131	pid_114671	None	ComplexAssembly	pid_114671:1.0;pid_34172:1.0;pid_79131:1.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:10454568;Pubmed:18985678
pid_114682	pid_114683	pid_113793	pid_114686	BiochemicalReaction	pid_113793:1.0;pid_114683:1.0	null	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:11489946;Pubmed:16537894
pid_114688	pid_34172;pid_60442	pid_114109	None	ComplexAssembly	pid_114109:1.0;pid_34172:1.0;pid_60442:1.0	true	None	inferred-from-direct-assay:ECO:0000002;inferred-from-physical-interaction:ECO:0000021	Pubmed:7983024;Pubmed:8084588;Pubmed:8195171;Pubmed:8890167
pid_114697	pid_114698;pid_3114	pid_113863;pid_3119	pid_114706	BiochemicalReaction	pid_113863:1.0;pid_114698:1.0;pid_3114:1.0;pid_3119:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:19369415
pid_114709	pid_21541	pid_114710	pid_114713	BiochemicalReaction	pid_114710:1.0;pid_21541:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:18422604
pid_114716	pid_30750	pid_114717	pid_114720	BiochemicalReaction	pid_114717:1.0;pid_30750:1.0	null	None	inferred-from-direct-assay:ECO:0000002	Pubmed:12972619
pid_114722	pid_113712	pid_113720	pid_114725	BiochemicalReaction	pid_113712:1.0;pid_113720:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:17182853;Pubmed:20332103
pid_114728	pid_114729;pid_34172	pid_114197	None	ComplexAssembly	pid_114197:1.0;pid_114729:1.0;pid_34172:1.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:19528233
pid_114737	pid_114738	pid_113891	pid_114741	BiochemicalReaction	pid_113891:1.0;pid_114738:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:17306540
pid_114743	pid_114744	pid_114169;pid_4877	pid_114754;pid_114755	ComplexAssembly	pid_114169:1.0;pid_114744:1.0;pid_4877:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:11741534;Pubmed:12932319
pid_114759	pid_114717	None	None	BiochemicalReaction	pid_114717:1.0	true	None	None	Pubmed:12972619;Pubmed:7477410
pid_114761	pid_114126	pid_114134	pid_114764	BiochemicalReaction	pid_114126:1.0;pid_114134:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:19541618
pid_114767	pid_113698;pid_113701;pid_26752	pid_113697	None	ComplexAssembly	pid_113697:1.0;pid_113698:1.0;pid_113701:1.0;pid_26752:1.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:15152255
pid_114773	pid_114126	pid_114134	pid_114776	BiochemicalReaction	pid_114126:1.0;pid_114134:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:19541618;Pubmed:7706312;Pubmed:7731720;Pubmed:7760835
pid_114780	pid_113809;pid_47719	pid_114556	None	ComplexAssembly	pid_113809:1.0;pid_114556:1.0;pid_47719:1.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:8264620
pid_114785	pid_25011;pid_3114	pid_24893;pid_3119	pid_114790	BiochemicalReaction	pid_24893:1.0;pid_25011:1.0;pid_3114:1.0;pid_3119:1.0	null	None	inferred-from-direct-assay:ECO:0000002	Pubmed:11389443;Pubmed:18799748
pid_114793	pid_34172	pid_114794	pid_114801;pid_114802	BiochemicalReaction	pid_114794:1.0;pid_34172:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-physical-interaction:ECO:0000021	Pubmed:11896619;Pubmed:17971444;Pubmed:7545675
pid_114806	pid_113693	pid_114807	pid_114811	BiochemicalReaction	pid_113693:1.0;pid_114807:1.0	null	None	inferred-from-direct-assay:ECO:0000002	Pubmed:12652307
pid_114816	pid_114595	pid_114817	pid_114823;pid_114824;pid_114825	BiochemicalReaction	pid_114595:1.0;pid_114817:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-physical-interaction:ECO:0000021	Pubmed:19933846
pid_114828	pid_114178;pid_79399	pid_114660	None	ComplexAssembly	pid_114178:1.0;pid_114660:1.0;pid_79399:1.0	true	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:7889942
pid_114835	pid_114836	pid_113731	pid_114846;pid_114847;pid_114849;pid_114850	BiochemicalReaction	pid_113731:1.0;pid_114836:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-physical-interaction:ECO:0000021	Pubmed:11777939;Pubmed:12181570;Pubmed:14765121;Pubmed:15039778;Pubmed:15048123;Pubmed:15657136
pid_114853	pid_25011;pid_3114	pid_26656;pid_3119	pid_114858	BiochemicalReaction	pid_25011:1.0;pid_26656:1.0;pid_3114:1.0;pid_3119:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:10499589;Pubmed:12515821;Pubmed:15039778
pid_114861	pid_114861	pid_114862	None	TemplateReaction(Transcription)	None	null	None	inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049;inferred-from-sequence-orthology:ECO:00000060	Pubmed:15014501
pid_114870	pid_114453	pid_114531	pid_114873	BiochemicalReaction	pid_114453:1.0;pid_114531:1.0	null	None	inferred-from-direct-assay:ECO:0000002	Pubmed:17971444
pid_114875	pid_12411	pid_3464	pid_114878	BiochemicalReaction	pid_12411:1.0;pid_3464:1.0	null	None	inferred-from-direct-assay:ECO:0000002	Pubmed:16456542;Pubmed:9593664
pid_114880	pid_21537;pid_50324	pid_114105	pid_114884	ComplexAssembly	pid_114105:1.0;pid_21537:1.0;pid_50324:1.0	null	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:10523848;Pubmed:11027258;Pubmed:16769879;Pubmed:18765673
pid_114888	pid_14216	pid_14145	pid_114891	BiochemicalReaction	pid_14145:1.0;pid_14216:1.0	null	None	inferred-from-direct-assay:ECO:0000002	Pubmed:16135787;Pubmed:17563371;Pubmed:7706312;Pubmed:7731720
pid_114893	pid_62142	pid_114894	pid_114898	BiochemicalReaction	pid_114894:1.0;pid_62142:1.0	null	None	None	Pubmed:19541618
pid_114899	pid_114178;pid_114495	pid_114900;pid_114904	None	BiochemicalReaction	pid_114178:1.0;pid_114495:1.0;pid_114900:1.0;pid_114904:1.0	true	None	inferred-from-physical-interaction:ECO:0000021;inferred-from-sequence-orthology:ECO:00000060	Pubmed:15014501
pid_114911	pid_34172	pid_114337	pid_114914;pid_114915	BiochemicalReaction	pid_114337:1.0;pid_34172:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-sequence-orthology:ECO:00000060	Pubmed:12424235
pid_114919	pid_22119	pid_55335	pid_114922	BiochemicalReaction	pid_22119:1.0;pid_55335:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:10207096;Pubmed:12529382;Pubmed:15322111
pid_114926	pid_35610	pid_36447	pid_114929	BiochemicalReaction	pid_35610:1.0;pid_36447:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-physical-interaction:ECO:0000021	Pubmed:10633072;Pubmed:11241670;Pubmed:7637810;Pubmed:8086421;Pubmed:8090789;Pubmed:8382774;Pubmed:9637919
pid_114936	pid_114575	None	None	BiochemicalReaction	pid_114575:1.0	true	None	None	Pubmed:20600848
pid_114938	pid_34172;pid_9236	pid_114085	None	ComplexAssembly	pid_114085:1.0;pid_34172:1.0;pid_9236:1.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:10229199;Pubmed:2156626;Pubmed:2157284;Pubmed:2480526;Pubmed:8382774
pid_114946	pid_11779	pid_113764	pid_114949;pid_114951	BiochemicalReaction	pid_113764:1.0;pid_11779:1.0	null	None	inferred-from-direct-assay:ECO:0000002	Pubmed:14967142
pid_114953	pid_28364	pid_39566	pid_114956	BiochemicalReaction	pid_28364:1.0;pid_39566:1.0	null	None	inferred-from-direct-assay:ECO:0000002	Pubmed:11389443;Pubmed:16537894
pid_114958	pid_36447	None	None	ComplexAssembly	pid_36447:1.0	true	None	None	Pubmed:10485711;Pubmed:12958184
pid_114964	pid_114056	pid_113797	pid_114967;pid_114968	BiochemicalReaction	pid_113797:1.0;pid_114056:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:10779329;Pubmed:11074000;Pubmed:16537894;Pubmed:1696179;Pubmed:18193084;Pubmed:18799748;Pubmed:2415973;Pubmed:7477410;Pubmed:7730365;Pubmed:9425276;Pubmed:9742401
pid_114983	pid_4928	pid_4936	pid_114986	BiochemicalReaction	pid_4928:1.0;pid_4936:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-physical-interaction:ECO:0000021	Pubmed:10746662;Pubmed:12932319;Pubmed:19541618;Pubmed:19933846
pid_114989	pid_61760	pid_114586	None	Transport	pid_114586:1.0;pid_61760:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:17129786
pid_114994	pid_9316	pid_9317	None	Transport	pid_9316:1.0;pid_9317:1.0	null	None	None	Pubmed:1708307
pid_114998	pid_14216	pid_14145	pid_115001	BiochemicalReaction	pid_14145:1.0;pid_14216:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:16129686
pid_115003	pid_114543	pid_32925	None	ComplexAssembly	pid_114543:2.0;pid_32925:1.0	true	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:10642538;Pubmed:8703030;Pubmed:9484840
pid_115008	pid_34172;pid_9145	pid_113809	None	ComplexAssembly	pid_113809:1.0;pid_34172:1.0;pid_9145:1.0	true	None	inferred-from-direct-assay:ECO:0000002;inferred-from-physical-interaction:ECO:0000021	Pubmed:10391677;Pubmed:11896619;Pubmed:8264620;Pubmed:8890167
pid_115014	pid_49458	pid_27888;pid_3125	pid_115018	BiochemicalReaction	pid_27888:1.0;pid_3125:1.0;pid_49458:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:19589776
pid_115021	pid_16234	pid_114370	pid_115024	BiochemicalReaction	pid_114370:1.0;pid_16234:1.0	null	None	inferred-from-direct-assay:ECO:0000002	Pubmed:11847100;Pubmed:16076903
pid_115026	pid_115027;pid_34172;pid_9657	pid_113962;pid_115028	None	ComplexAssembly	pid_113962:1.0;pid_115027:1.0;pid_115028:1.0;pid_34172:1.0;pid_9657:1.0	true	None	inferred-from-direct-assay:ECO:0000002;inferred-from-physical-interaction:ECO:0000021;inferred-from-sequence-orthology:ECO:00000060	Pubmed:10362262;Pubmed:1708307;Pubmed:17620338;Pubmed:7678051
pid_115048	pid_115049;pid_34172	pid_115052	None	ComplexAssembly	pid_115049:1.0;pid_115052:1.0;pid_34172:1.0	true	None	inferred-from-direct-assay:ECO:0000002;inferred-from-physical-interaction:ECO:0000021	Pubmed:11854295;Pubmed:15753096;Pubmed:15944146
pid_115065	pid_115065	pid_115066	None	TemplateReaction(Transcription)	None	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049;inferred-from-sequence-orthology:ECO:00000060	Pubmed:12529382;Pubmed:15322111
pid_115073	pid_22119	pid_35172	pid_115076;pid_115077;pid_115078	BiochemicalReaction	pid_22119:1.0;pid_35172:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:11404481;Pubmed:9343414
pid_115082	pid_25011;pid_3114	pid_115083;pid_3119	pid_115090	BiochemicalReaction	pid_115083:1.0;pid_25011:1.0;pid_3114:1.0;pid_3119:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:18422604;Pubmed:19589776
pid_115093	pid_80867	pid_114429	pid_115096	BiochemicalReaction	pid_114429:1.0;pid_80867:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:15677375;Pubmed:20607592;Pubmed:7935392
pid_115101	pid_33090	None	None	BiochemicalReaction	pid_33090:1.0	true	None	None	None
pid_115103	pid_13065	pid_114333	pid_115106	BiochemicalReaction	pid_114333:1.0;pid_13065:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:18422604
pid_115109	pid_25011;pid_3114	pid_26656;pid_3119	pid_115114	BiochemicalReaction	pid_25011:1.0;pid_26656:1.0;pid_3114:1.0;pid_3119:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:14973141;Pubmed:20332103
pid_115695	pid_115696;pid_115697;pid_115702	pid_115705	None	ComplexAssembly	pid_115696:1.0;pid_115697:1.0;pid_115702:1.0;pid_115705:1.0	true	None	inferred-from-direct-assay:ECO:0000002;inferred-from-physical-interaction:ECO:0000021;inferred-from-sequence-orthology:ECO:00000060	Pubmed:8483935
pid_115722	pid_115722	pid_21808	None	TemplateReaction(Transcription)	None	null	None	None	Pubmed:10373548
pid_115734	pid_115735	pid_32925	pid_115738;pid_115739;pid_115746	ComplexAssembly	pid_115735:2.0;pid_32925:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049;inferred-from-sequence-orthology:ECO:00000060	Pubmed:10373548;Pubmed:10514520;Pubmed:10602027;Pubmed:7479881;Pubmed:7543676;Pubmed:7568001;Pubmed:7719937;Pubmed:7719938;Pubmed:7777534;Pubmed:7781605;Pubmed:7988557;Pubmed:8700888;Pubmed:8702919;Pubmed:9382798;Pubmed:9822600
pid_115772	pid_9375	pid_115773	pid_115776	BiochemicalReaction	pid_115773:1.0;pid_9375:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:7737351
pid_115788	pid_115789;pid_9236	pid_115793	None	ComplexAssembly	pid_115789:1.0;pid_115793:1.0;pid_9236:1.0	true	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:11331873
pid_115809	pid_115810	None	None	ComplexAssembly	pid_115810:1.0	true	None	None	None
pid_115821	pid_47772	pid_40139	pid_115824	ComplexAssembly	pid_40139:1.0;pid_47772:2.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-physical-interaction:ECO:0000021	Pubmed:10602027;Pubmed:7544001;Pubmed:7719937
pid_115828	pid_71723	pid_115829	pid_115833	BiochemicalReaction	pid_115829:1.0;pid_71723:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:10066828;Pubmed:9169478
pid_115838	pid_115696;pid_115702;pid_115839	pid_115777	None	ComplexAssembly	pid_115696:1.0;pid_115702:1.0;pid_115777:1.0;pid_115839:1.0	true	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-sequence-orthology:ECO:00000060	Pubmed:10214954;Pubmed:10421845;Pubmed:10962026;Pubmed:1545122;Pubmed:1618313;Pubmed:1631559;Pubmed:2047859;Pubmed:2106566;Pubmed:2303462;Pubmed:2590941;Pubmed:7665592;Pubmed:7973657;Pubmed:7973658;Pubmed:8262551;Pubmed:8552611;Pubmed:9092570;Pubmed:9822600
pid_115881	pid_115747;pid_115882	pid_115885	None	ComplexAssembly	pid_115747:1.0;pid_115882:1.0;pid_115885:1.0	true	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:16199887
pid_115902	pid_12604	pid_115899	pid_115905	BiochemicalReaction	pid_115899:1.0;pid_12604:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:7737351
pid_115908	pid_115908	pid_33090	None	TemplateReaction(Transcription)	None	null	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:10899310;Pubmed:10993906;Pubmed:9133424
pid_115938	pid_115705;pid_14275	pid_115939	None	ComplexAssembly	pid_115705:1.0;pid_115939:1.0;pid_14275:1.0	true	None	inferred-from-direct-assay:ECO:0000002;inferred-from-sequence-orthology:ECO:00000060	Pubmed:1652056
pid_115955	pid_115956	pid_44750	pid_115959	BiochemicalReaction	pid_115956:1.0;pid_44750:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:1639773;Pubmed:1708096;Pubmed:1996324;Pubmed:8805624
pid_115967	pid_5713	pid_83525	pid_115970;pid_115971	BiochemicalReaction	pid_5713:1.0;pid_83525:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:10962581;Pubmed:12543077;Pubmed:7760801
pid_115981	pid_115982;pid_115992	pid_115996	None	ComplexAssembly	pid_115982:1.0;pid_115992:1.0;pid_115996:1.0	true	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-sequence-orthology:ECO:00000060	Pubmed:10982827;Pubmed:8119884;Pubmed:8294403
pid_116017	pid_115724;pid_30823	pid_115868	None	ComplexAssembly	pid_115724:1.0;pid_115868:1.0;pid_30823:1.0	true	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:9512511
pid_116023	pid_21808	pid_115789	pid_116026	BiochemicalReaction	pid_115789:1.0;pid_21808:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:10373548;Pubmed:11331873
pid_116028	pid_116028	pid_9566	None	TemplateReaction(Transcription)	None	null	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-reporter-gene-assay:ECO:0000049;inferred-from-sequence-orthology:ECO:00000060	Pubmed:1460037;Pubmed:15170389;Pubmed:1535827;Pubmed:7568005
pid_116037	pid_116038	pid_116042	None	Transport	pid_116038:1.0;pid_116042:1.0	true	None	inferred-from-direct-assay:ECO:0000002;inferred-from-sequence-orthology:ECO:00000060	Pubmed:10369681
pid_116048	pid_116049;pid_3114	pid_116038;pid_12013;pid_3119	pid_116061;pid_116062;pid_116063	ComplexAssembly	pid_116038:1.0;pid_116049:1.0;pid_12013:1.0;pid_3114:1.0;pid_3119:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-sequence-orthology:ECO:00000060	Pubmed:10369681;Pubmed:11331873;Pubmed:1460037;Pubmed:1532814;Pubmed:9697832
pid_116073	pid_115996;pid_4936;pid_9145	pid_116074;pid_116088	None	ComplexAssembly	pid_115996:1.0;pid_116074:1.0;pid_116088:1.0;pid_4936:1.0;pid_9145:1.0	true	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:10849428;Pubmed:15170389;Pubmed:15356145;Pubmed:9590209;Pubmed:9973481
pid_116117	pid_32925	None	None	ComplexAssembly	pid_32925:1.0	true	None	None	None
pid_116119	pid_115724;pid_9117	pid_116120	None	ComplexAssembly	pid_115724:1.0;pid_116120:1.0;pid_9117:1.0	true	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:10825200;Pubmed:12393431;Pubmed:7600304
pid_116140	pid_27974;pid_3114	pid_30778;pid_3119	pid_116145	BiochemicalReaction	pid_27974:1.0;pid_30778:1.0;pid_3114:1.0;pid_3119:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:9029085
pid_116149	pid_116149	pid_33092	None	TemplateReaction(Transcription)	None	null	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-reporter-gene-assay:ECO:0000049;inferred-from-sequence-orthology:ECO:00000060	Pubmed:10369681
pid_116156	pid_116074;pid_14275	pid_32947	pid_116160	ComplexAssembly	pid_116074:1.0;pid_14275:1.0;pid_32947:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-sequence-orthology:ECO:00000060	Pubmed:10849428;Pubmed:10982827;Pubmed:1655887;Pubmed:7509794;Pubmed:8025955;Pubmed:9029085;Pubmed:9973481
pid_116168	pid_70584	pid_70579	pid_116171	BiochemicalReaction	pid_70579:1.0;pid_70584:1.0	null	None	None	Pubmed:9697832
pid_116172	pid_14105	pid_13890	pid_116175	BiochemicalReaction	pid_13890:1.0;pid_14105:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:10066828;Pubmed:9169478
